pop	pop_type	num_TP	out	coexist_length	mutate_TP	SE	SF	SP	NE	NF	NP	IE	IF	IP	S1	S2	S3	S4	S5	S6	S7	S8	N1	N2	N3	N4	N5	N6	N7	N8	I1	I2	I3	I4	I5	I6	I7	I8
216	del_mutL	9	1	9240	5280	42	0	26	89	0	69	27	0	27	42	0	0	21	0	23	0	0	90	0	0	48	0	61	0	0	32	0	0	16	0	17	0	0
216	del_mutL	9	1	9240	6600	124	0	213	398	0	420	107	0	86	125	0	0	68	0	128	0	0	400	0	0	103	0	273	0	0	107	0	0	22	0	61	0	0
216	del_mutL	9	1	9240	7920	123	0	142	299	0	274	85	0	44	121	0	0	25	0	118	0	0	293	0	0	41	0	237	0	0	86	0	0	5	0	40	0	0
216	del_mutL	9	1	9240	9240	27	0	35	65	0	96	7	0	8	77	0	0	42	0	35	0	0	178	0	1	80	0	96	0	0	38	0	0	13	0	8	0	0
216	del_mutL	9	1	9240	10560	262	0	249	847	0	559	206	0	124	255	0	0	4	0	198	0	0	799	0	0	6	0	467	0	0	194	0	0	2	0	107	0	0
216	del_mutL	9	1	9240	11880	0	0	191	0	0	423	0	0	88	0	0	0	0	0	190	0	0	0	0	0	0	0	419	0	0	0	0	0	0	0	85	0	0
217	del_srlD	8	1	9240	1188	50	0	58	92	0	93	41	1	22	4	0	0	9	0	0	0	0	20	0	1	10	0	1	0	0	11	1	0	0	0	1	0	0
217	del_srlD	8	1	9240	2640	87	0	17	145	0	40	33	0	6	87	0	0	65	0	0	0	0	146	0	0	118	0	1	0	0	33	0	0	21	0	0	0	0
217	del_srlD	8	1	9240	3960	13	0	0	22	0	0	17	0	2	49	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	28	0	0	0	0	1	0	0
217	del_srlD	8	1	9240	5280	28	0	26	53	0	46	13	0	7	30	0	0	25	0	0	0	0	57	0	0	46	0	0	0	0	13	0	0	7	0	0	0	0
217	del_srlD	8	1	9240	6600	247	0	34	433	0	60	98	0	17	248	0	0	31	0	0	0	0	435	0	0	57	0	1	0	0	98	0	0	17	0	0	0	0
217	del_srlD	8	1	9240	7920	33	0	69	94	0	51	12	0	32	34	0	23	4	0	52	0	0	96	0	24	7	0	27	0	0	17	0	6	3	0	40	0	0
217	del_srlD	8	1	9240	10560	147	0	52	419	0	101	121	0	47	149	0	3	14	0	31	0	0	416	0	4	22	0	74	0	0	121	0	1	2	0	43	0	0
217	del_srlD	8	1	9240	11880	0	0	543	0	0	1405	0	0	332	0	0	0	0	0	546	0	0	0	0	0	0	0	1409	0	0	0	0	0	0	0	337	0	0
218	del_mutL_araBAD	8	1	9240	1188	56	0	37	111	2	81	20	1	20	15	0	4	0	2	0	0	0	17	2	12	0	1	0	0	0	8	1	2	0	1	0	0	0
218	del_mutL_araBAD	8	1	9240	2640	71	0	54	178	0	121	26	0	25	98	0	64	8	0	24	0	0	223	0	138	23	0	54	0	0	36	0	27	3	0	12	0	0
218	del_mutL_araBAD	8	1	9240	3960	44	0	15	62	0	28	13	0	7	59	0	6	2	0	9	0	0	110	0	8	2	0	16	0	0	19	0	2	0	0	5	0	0
218	del_mutL_araBAD	8	1	9240	5280	135	0	132	219	0	231	33	0	44	133	0	27	3	0	99	0	0	216	0	50	5	0	180	0	0	33	0	13	2	0	28	0	0
218	del_mutL_araBAD	8	1	9240	6600	115	0	62	186	0	98	96	0	26	115	0	26	0	0	39	0	0	190	0	47	2	0	52	0	0	95	0	12	0	0	16	0	0
218	del_mutL_araBAD	8	1	9240	7920	116	0	170	286	0	253	90	0	47	115	0	21	1	0	141	0	0	286	0	29	1	0	204	0	0	90	0	3	0	0	44	0	0
218	del_mutL_araBAD	8	1	9240	10560	21	0	277	28	0	578	14	0	117	21	0	23	3	0	247	0	0	28	0	63	7	0	500	0	0	14	0	6	3	0	107	0	0
218	del_mutL_araBAD	8	1	9240	11880	0	0	107	0	0	307	0	0	63	0	0	0	0	0	107	0	0	0	0	0	0	0	303	0	0	0	0	0	0	0	60	0	0
219	del_mutL_srlD	8	1	9240	1188	2	0	25	5	0	25	0	1	4	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
219	del_mutL_srlD	8	1	9240	2640	118	0	94	192	0	147	48	0	29	127	0	62	24	0	42	0	0	213	0	92	50	0	53	0	0	51	0	22	6	0	8	0	0
219	del_mutL_srlD	8	1	9240	3960	73	0	8	72	0	18	23	0	0	73	0	2	7	0	1	0	0	73	0	12	10	0	5	0	0	23	0	0	0	0	0	0	0
219	del_mutL_srlD	8	1	9240	5280	95	0	63	176	0	64	40	0	13	94	0	2	28	0	44	0	0	171	0	3	30	0	46	0	0	40	0	0	6	0	11	0	0
219	del_mutL_srlD	8	1	9240	6600	252	0	113	502	0	178	112	0	31	253	0	52	35	0	35	0	0	492	0	112	40	0	32	0	0	110	0	19	7	0	7	0	0
219	del_mutL_srlD	8	1	9240	7920	49	0	90	54	2	157	10	1	14	49	0	21	40	0	41	0	0	53	0	51	66	0	56	0	0	10	0	10	21	0	3	0	0
219	del_mutL_srlD	8	1	9240	10560	91	0	201	156	0	288	75	0	116	86	0	23	44	0	89	0	0	153	2	35	57	0	127	0	0	73	1	13	19	0	56	0	0
219	del_mutL_srlD	8	1	9240	11880	0	0	72	0	0	126	0	0	73	0	0	0	0	0	72	0	0	0	0	0	0	1	124	0	0	0	0	0	0	0	73	0	0
220	del_araBAD	8	1	6600	1188	21	0	0	51	1	2	7	1	2	6	0	0	0	0	0	0	0	11	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0
220	del_araBAD	8	1	6600	2640	0	0	0	2	0	4	6	0	1	0	0	0	0	0	0	0	0	2	0	5	1	0	0	0	0	6	0	2	0	0	1	0	0
220	del_araBAD	8	1	6600	3960	9	0	0	10	0	0	6	0	0	24	0	0	0	0	0	0	0	50	0	0	1	0	0	0	0	13	0	0	0	0	0	0	0
220	del_araBAD	8	1	6600	5280	9	0	0	19	0	2	3	0	1	9	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0
220	del_araBAD	8	1	6600	6600	15	0	2	31	0	1	31	0	0	15	0	1	1	0	0	0	0	31	0	0	2	0	0	0	0	31	0	0	0	0	0	0	0
220	del_araBAD	8	1	6600	7920	8	0	14	17	0	7	13	1	10	8	0	0	1	0	14	0	0	17	0	0	0	0	6	0	0	13	0	1	0	0	10	0	0
220	del_araBAD	8	1	6600	10560	2	0	4	17	0	10	12	0	30	2	0	0	0	0	4	0	0	17	0	3	2	0	5	0	0	12	0	0	0	1	30	0	0
220	del_araBAD	8	1	6600	11880	0	0	32	0	0	89	0	0	81	0	0	0	0	0	31	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	80	0	0
221	del_mutL	9	1	9240	1188	100	3	19	185	9	44	36	1	6	12	3	0	0	3	0	0	0	31	9	5	0	9	1	0	0	5	1	0	0	1	0	0	0
221	del_mutL	9	1	9240	2640	88	0	19	146	0	50	34	0	7	110	0	25	0	0	6	0	0	188	0	54	0	0	17	0	0	42	0	8	0	0	3	0	0
221	del_mutL	9	1	9240	3960	67	0	6	116	0	5	24	0	2	65	0	6	0	0	1	0	0	121	0	2	0	0	4	0	0	24	0	1	0	0	3	0	0
221	del_mutL	9	1	9240	5280	108	0	52	273	0	74	69	0	14	170	0	40	6	0	8	0	0	377	0	60	17	0	9	0	0	89	0	10	3	0	2	0	0
221	del_mutL	9	1	9240	6600	137	0	53	265	0	76	53	0	11	142	0	27	35	0	6	0	0	272	0	38	46	0	11	0	0	52	0	6	5	0	4	0	0
221	del_mutL	9	1	9240	7920	146	0	92	339	0	157	64	0	31	147	0	17	45	0	31	0	0	338	0	37	94	0	27	0	0	64	0	7	11	0	12	0	0
221	del_mutL	9	1	9240	9240	12	0	53	27	2	95	1	1	13	16	0	4	36	0	18	0	0	30	0	4	82	0	29	0	0	4	0	2	21	0	5	0	0
221	del_mutL	9	1	9240	10560	82	0	168	154	0	310	36	0	96	82	0	0	45	0	101	0	0	154	2	2	88	0	171	0	0	36	1	1	20	0	59	0	0
221	del_mutL	9	1	9240	11880	0	0	200	0	0	390	0	0	157	0	0	0	0	0	198	0	0	0	0	0	0	0	388	0	0	0	0	0	0	0	154	0	0
222	del_srlD	8	1	6600	1188	28	0	19	43	0	8	37	1	1	5	0	0	0	0	0	0	0	12	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0
222	del_srlD	8	1	6600	2640	7	0	7	6	0	10	2	0	1	19	0	0	8	0	15	0	0	24	0	5	3	0	8	0	0	27	0	0	0	0	2	0	0
222	del_srlD	8	1	6600	3960	14	0	0	13	0	1	11	0	0	14	0	5	0	0	1	0	0	13	0	0	0	0	2	0	0	11	0	0	0	0	0	0	0
222	del_srlD	8	1	6600	5280	1	0	0	0	0	4	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	2	0	0
222	del_srlD	8	1	6600	6600	1	0	1	6	0	0	4	0	2	1	0	0	0	0	1	0	0	6	0	0	0	0	2	0	0	4	0	0	0	0	2	0	0
222	del_srlD	8	1	6600	7920	32	0	26	34	0	7	7	0	11	32	0	0	16	0	9	0	0	35	0	0	2	0	5	0	0	7	0	0	8	0	4	0	0
222	del_srlD	8	1	6600	9240	28	0	0	62	0	2	8	0	1	29	0	0	0	0	0	0	0	67	0	0	0	0	2	0	0	13	0	0	0	0	1	0	0
222	del_srlD	8	1	6600	10560	0	0	12	0	0	30	0	0	43	0	0	0	0	0	20	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	48	0	0
223	del_mutL_araBAD	8	1	7920	1188	27	0	28	42	2	62	21	0	13	7	0	0	0	0	0	0	0	15	2	0	0	1	1	0	0	5	0	0	0	0	1	0	0
223	del_mutL_araBAD	8	1	7920	2640	28	0	128	59	0	224	4	0	38	59	0	59	48	0	24	0	0	110	0	127	72	0	32	0	0	11	0	18	17	0	8	0	0
223	del_mutL_araBAD	8	1	7920	3960	24	0	12	25	0	27	7	0	10	28	0	2	5	0	4	0	0	40	0	3	21	0	5	0	0	11	0	1	4	0	4	0	0
223	del_mutL_araBAD	8	1	7920	6600	186	0	83	359	0	130	72	0	31	190	0	50	22	0	12	0	0	366	0	63	47	0	22	0	0	73	1	15	10	0	7	0	0
223	del_mutL_araBAD	8	1	7920	7920	101	0	17	173	0	33	16	0	1	113	0	22	2	0	4	0	0	190	0	28	2	0	16	0	0	30	0	8	0	0	1	0	0
223	del_mutL_araBAD	8	1	7920	9240	145	0	61	261	0	99	48	1	30	145	0	20	5	0	25	0	0	262	0	55	3	0	26	0	0	48	0	14	1	0	9	0	0
223	del_mutL_araBAD	8	1	7920	10560	64	0	239	102	0	427	70	0	85	64	0	0	138	0	99	0	0	101	0	7	256	0	158	0	0	70	1	1	40	0	40	0	0
223	del_mutL_araBAD	8	1	7920	11880	0	0	241	0	0	522	0	0	138	0	0	0	0	0	237	0	0	0	0	0	0	2	514	0	0	0	0	0	0	0	136	0	0
301	wt	9	0	0	2079	0	0	0	0	0	0	5	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0
301	wt	9	0	0	4620	5	1	0	6	0	0	34	2	1	5	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	36	1	1	1	0	2	0	0
301	wt	9	0	0	6929	19	0	0	16	2	0	10	0	2	1	0	0	18	0	0	0	0	2	0	2	14	0	0	0	0	7	0	0	3	0	2	0	0
301	wt	9	0	0	9240	16	0	0	15	2	0	4	0	0	16	0	0	0	0	0	0	0	15	0	2	0	0	0	0	0	4	0	0	0	0	0	0	0
301	wt	9	0	0	11549	4	1	0	6	0	0	4	0	0	4	0	1	0	0	0	0	0	6	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
301	wt	9	0	0	13859	17	0	7	50	0	5	18	0	3	17	0	0	0	0	7	0	0	50	0	0	0	0	5	0	0	18	0	0	0	0	3	0	0
301	wt	9	0	0	16169	15	0	1	14	1	0	9	0	1	15	0	0	0	0	1	0	0	14	0	1	0	0	0	0	0	9	0	0	0	0	0	0	0
301	wt	9	0	0	18480	37	0	16	106	0	21	94	0	22	37	0	0	0	0	16	0	0	106	0	0	0	0	21	0	0	94	0	0	0	0	22	0	0
301	wt	9	0	0	20789	0	0	19	0	0	40	0	0	32	0	0	0	0	0	19	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	32	0	0
302	del_mutL_srlD	9	1	9239	2079	74	22	39	165	40	16	50	3	12	21	0	0	14	0	7	0	0	48	1	0	35	0	2	0	0	18	0	0	7	0	1	0	0
302	del_mutL_srlD	9	1	9239	4620	72	126	8	158	231	14	60	47	7	55	1	147	30	0	17	0	0	127	0	270	57	0	4	0	0	62	0	50	12	0	15	0	0
302	del_mutL_srlD	9	1	9239	6929	65	0	0	102	1	0	27	0	0	65	0	0	0	0	4	0	0	101	0	1	0	0	1	0	0	23	0	0	6	0	0	0	0
302	del_mutL_srlD	9	1	9239	9240	168	24	9	280	63	5	61	14	4	161	0	23	14	0	4	0	0	274	0	66	13	0	1	0	0	60	0	13	3	0	7	0	0
302	del_mutL_srlD	9	1	9239	11549	86	25	15	144	42	7	45	10	7	72	0	25	18	0	13	0	0	121	1	38	21	0	3	0	0	42	0	10	5	0	6	0	0
302	del_mutL_srlD	9	1	9239	13859	61	30	5	96	48	1	16	7	3	59	2	29	8	0	2	0	0	96	5	45	6	0	3	0	0	18	1	8	2	0	1	0	0
302	del_mutL_srlD	9	1	9239	16169	8	21	5	27	40	9	10	10	1	50	3	12	7	0	9	0	0	109	12	19	7	3	10	0	0	22	4	2	22	0	2	0	0
302	del_mutL_srlD	9	1	9239	18480	103	3	61	189	3	75	165	0	29	98	0	2	0	0	59	0	0	182	0	2	0	1	71	0	0	139	0	0	0	1	26	0	0
302	del_mutL_srlD	9	1	9239	20789	0	0	167	0	0	296	0	0	62	0	0	0	0	0	166	0	0	0	0	0	0	0	296	0	0	0	0	0	0	0	62	0	0
303	del_araBAD	9	1	16169	2079	7	0	0	4	0	0	12	1	2	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	1	0	0	0	2	0	0
303	del_araBAD	9	1	16169	4620	2	0	15	2	0	14	32	0	2	2	0	6	7	0	7	0	0	2	0	6	7	0	2	0	0	36	0	1	0	0	1	0	0
303	del_araBAD	9	1	16169	6929	25	0	4	12	0	0	7	0	0	30	0	1	4	0	0	0	0	14	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0
303	del_araBAD	9	1	16169	9240	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
303	del_araBAD	9	1	16169	11549	9	0	14	22	0	7	43	0	0	9	0	1	3	0	5	0	0	22	0	3	0	0	3	0	0	43	0	0	0	0	0	0	0
303	del_araBAD	9	1	16169	13859	21	0	32	43	0	9	9	0	0	21	0	0	1	0	30	0	0	43	0	1	1	0	7	0	0	9	0	0	1	0	0	0	0
303	del_araBAD	9	1	16169	16169	9	0	0	24	0	1	12	0	0	9	0	0	0	0	0	0	0	24	0	1	0	0	0	0	0	12	0	0	0	0	0	0	0
303	del_araBAD	9	1	16169	18480	31	0	47	67	0	45	72	0	74	31	0	0	2	0	45	0	0	66	0	0	2	0	43	0	0	71	0	0	1	0	72	0	0
303	del_araBAD	9	1	16169	20789	0	0	28	0	0	91	0	0	79	0	0	0	0	0	28	0	0	0	0	0	0	0	91	0	0	0	0	0	0	1	78	0	0
304	del_mutL	8	0	0	4620	50	50	44	83	127	96	26	22	34	5	47	15	0	0	1	0	0	4	113	45	0	2	0	0	0	3	24	9	0	0	1	0	0
304	del_mutL	8	0	0	6929	50	10	54	59	33	92	18	2	21	48	0	52	50	0	5	0	0	47	1	112	100	1	9	0	0	16	1	19	30	0	4	0	0
304	del_mutL	8	0	0	9240	6	1	9	14	8	10	6	1	2	49	0	14	18	0	0	0	0	88	1	21	29	0	0	0	0	27	0	4	10	0	0	0	0
304	del_mutL	8	0	0	11549	171	37	73	285	47	118	53	9	18	170	0	107	0	0	0	0	0	286	0	157	0	0	4	0	0	53	0	27	0	0	1	0	0
304	del_mutL	8	0	0	13859	75	22	90	110	33	132	49	4	33	73	2	71	23	0	12	0	0	111	2	111	36	0	7	0	0	48	0	13	6	0	7	0	0
304	del_mutL	8	0	0	16169	123	14	75	216	23	131	41	3	20	122	2	60	24	0	5	0	0	216	2	109	31	0	4	0	0	41	1	20	13	0	0	0	0
304	del_mutL	8	0	0	18480	94	5	73	203	8	130	53	1	33	94	0	37	5	1	24	0	0	201	0	72	27	2	24	0	0	53	0	11	3	1	8	0	0
304	del_mutL	8	0	0	20789	0	0	166	0	0	249	0	0	53	0	0	0	0	4	152	0	0	0	0	0	0	2	230	0	0	0	0	0	0	0	48	0	0
305	del_srlD	6	0	0	9240	4	1	8	4	5	1	1	4	0	4	1	0	0	0	0	0	0	4	5	0	0	0	0	0	0	1	2	0	0	0	0	0	0
305	del_srlD	6	0	0	11549	1	0	22	6	0	8	7	0	1	1	0	0	12	0	20	0	0	6	0	1	5	0	5	0	0	7	2	0	1	0	0	0	0
305	del_srlD	6	0	0	13859	23	0	36	32	0	16	39	0	31	22	0	0	30	0	5	0	0	32	0	0	14	0	1	0	0	39	0	1	13	0	18	0	0
305	del_srlD	6	0	0	16169	9	0	2	32	0	8	8	0	1	9	0	0	2	0	2	0	0	32	0	6	1	0	3	0	0	8	0	0	2	0	1	0	0
305	del_srlD	6	0	0	18480	20	0	6	48	0	6	56	0	8	20	0	0	2	0	2	0	0	48	0	0	4	0	0	0	0	55	0	0	5	0	1	0	0
305	del_srlD	6	0	0	20789	0	0	24	0	0	28	0	0	24	0	0	0	0	0	24	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	24	0	0
306	del_mutL_araBAD	9	0	0	2079	23	0	0	61	2	1	9	1	1	23	0	0	0	0	0	0	0	61	2	0	1	0	0	0	0	9	0	0	0	0	0	0	0
306	del_mutL_araBAD	9	0	0	4620	109	1	47	197	0	114	42	0	20	169	1	0	47	0	0	0	0	309	1	0	120	0	0	0	0	81	1	0	21	0	0	0	0
306	del_mutL_araBAD	9	0	0	6929	73	0	25	160	1	46	38	0	13	74	0	0	31	0	0	0	0	160	0	0	46	0	0	0	0	38	0	0	14	0	0	0	0
306	del_mutL_araBAD	9	0	0	9240	124	0	148	241	0	288	51	1	56	125	0	0	144	0	0	0	0	243	0	0	280	1	0	0	0	52	1	0	53	0	0	0	0
306	del_mutL_araBAD	9	0	0	11549	143	0	108	286	2	190	67	0	41	161	0	0	107	0	0	0	0	318	0	0	191	1	0	0	0	78	0	0	41	0	0	0	0
306	del_mutL_araBAD	9	0	0	13859	165	0	117	288	0	190	90	0	46	175	0	0	108	0	0	0	0	294	0	0	186	0	0	0	0	99	0	0	39	0	0	0	0
306	del_mutL_araBAD	9	0	0	16169	61	0	86	131	0	149	36	1	39	92	0	0	97	0	0	0	0	224	0	0	176	0	0	0	0	45	0	0	41	1	0	0	0
306	del_mutL_araBAD	9	0	0	18480	246	0	188	474	0	363	150	0	78	278	0	0	219	0	0	0	0	532	0	0	364	0	0	0	0	167	0	0	76	0	0	0	0
306	del_mutL_araBAD	9	0	0	20789	0	0	188	0	0	330	0	0	79	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	2	0	0	0
307	del_mutL_srlD	2	-1	0	2079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
307	del_mutL_srlD	2	-1	0	4620	0	0	252	0	0	472	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
308	del_araBAD	9	1	9240	2079	27	0	0	48	2	0	9	2	2	27	0	0	0	0	0	0	0	48	2	0	0	0	0	0	0	9	2	0	0	0	1	0	0
308	del_araBAD	9	1	9240	4620	3	0	0	5	1	0	22	2	3	3	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	19	2	0	0	0	2	0	0
308	del_araBAD	9	1	9240	6929	1	0	0	7	1	0	9	0	1	1	0	0	0	0	0	0	0	7	1	0	0	0	0	0	0	8	0	0	0	0	1	0	0
308	del_araBAD	9	1	9240	9240	30	0	2	44	0	3	16	0	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
308	del_araBAD	9	1	9240	11549	3	0	2	6	0	2	16	0	2	3	0	1	2	0	0	0	0	6	0	3	2	0	0	0	0	18	0	0	4	0	0	0	0
308	del_araBAD	9	1	9240	13859	11	0	12	16	0	10	8	0	6	11	0	0	1	0	15	0	0	21	0	1	1	0	10	0	0	10	0	3	0	0	6	0	0
308	del_araBAD	9	1	9240	16169	20	0	0	49	0	2	9	0	0	29	0	1	0	0	0	0	0	59	0	1	1	0	0	0	0	10	0	0	0	0	0	0	0
308	del_araBAD	9	1	9240	18480	8	0	13	26	0	9	40	0	14	25	0	0	0	0	11	0	0	49	0	0	1	0	7	0	0	45	0	0	0	0	16	0	0
308	del_araBAD	9	1	9240	20789	0	0	18	0	0	26	0	0	23	0	0	0	0	0	20	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	33	0	0
309	del_mutL	9	1	2311	2079	158	3	0	291	2	0	93	2	4	158	3	0	0	0	0	0	0	291	2	0	0	0	0	0	0	93	1	0	0	0	2	0	0
309	del_mutL	9	1	2311	4620	38	21	0	96	69	1	22	9	0	38	21	0	0	0	0	0	0	97	69	0	0	0	1	0	0	23	8	0	0	0	0	0	0
309	del_mutL	9	1	2311	6929	48	32	0	79	78	0	10	8	0	46	32	0	0	0	0	0	0	73	78	0	0	1	0	0	0	9	9	0	0	0	0	0	0
309	del_mutL	9	1	2311	9240	25	7	0	40	14	0	10	1	0	25	7	0	0	0	0	0	0	40	14	0	0	0	0	0	0	10	1	0	0	0	0	0	0
309	del_mutL	9	1	2311	11549	186	9	0	278	8	1	79	1	0	186	9	0	0	0	0	0	0	279	7	0	0	0	1	0	0	78	1	0	0	0	0	0	0
309	del_mutL	9	1	2311	13859	101	21	18	189	36	8	57	9	8	100	20	0	0	0	0	0	0	189	33	0	0	0	0	0	0	50	7	0	0	0	0	0	0
309	del_mutL	9	1	2311	16169	149	27	47	272	36	85	59	10	8	0	8	0	0	0	0	0	0	2	20	0	0	0	0	0	0	2	9	0	0	0	0	0	0
309	del_mutL	9	1	2311	18480	148	0	140	402	0	240	177	0	41	161	0	25	25	0	175	0	0	424	0	33	34	0	283	0	0	196	0	4	9	0	46	0	0
309	del_mutL	9	1	2311	20789	0	0	129	0	0	209	0	0	49	0	0	0	0	0	268	0	0	0	0	0	0	1	462	0	0	0	0	0	0	1	98	0	0
310	del_srlD	7	0	0	2079	0	0	19	2	1	4	0	0	1	0	0	0	0	0	7	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
310	del_srlD	7	0	0	9240	1	2	0	1	3	0	1	3	0	1	2	0	0	0	0	0	0	1	3	0	0	0	0	0	0	1	3	0	0	0	0	0	0
310	del_srlD	7	0	0	11549	4	0	0	21	0	1	0	0	0	4	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
310	del_srlD	7	0	0	13859	43	0	16	33	0	13	34	0	9	49	0	0	19	0	0	0	0	34	0	0	10	1	0	0	0	34	0	0	9	1	0	0	0
310	del_srlD	7	0	0	16169	12	0	4	24	0	4	20	0	3	12	0	1	2	0	14	0	0	24	0	3	1	0	6	0	0	19	0	1	3	0	2	0	0
310	del_srlD	7	0	0	18480	16	0	2	25	1	4	46	1	23	9	0	0	1	0	1	0	0	24	0	2	0	0	3	0	0	46	0	2	21	0	1	0	0
310	del_srlD	7	0	0	20789	0	0	10	0	0	18	0	0	20	0	0	0	0	0	7	0	0	0	0	0	0	3	15	0	0	0	0	0	0	1	17	0	0
311	del_mutL_araBAD	8	1	13860	2079	40	4	80	94	19	128	46	4	17	1	1	0	0	43	0	0	0	1	5	0	1	73	0	0	0	0	2	0	0	10	0	0	0
311	del_mutL_araBAD	8	1	13860	4620	118	3	109	221	1	192	66	0	46	119	1	58	73	6	0	0	0	221	3	92	140	2	0	0	0	73	0	14	34	1	1	0	0
311	del_mutL_araBAD	8	1	13860	9240	43	0	176	78	1	333	23	0	73	79	0	11	82	0	106	0	0	170	0	20	150	1	191	0	0	54	0	5	39	0	35	0	0
311	del_mutL_araBAD	8	1	13860	11549	112	0	101	229	0	143	44	0	37	112	0	24	48	0	32	0	0	228	0	40	65	0	46	0	0	44	0	9	16	0	14	0	0
311	del_mutL_araBAD	8	1	13860	13859	101	0	120	161	0	201	22	0	15	104	0	28	58	0	55	0	0	162	0	45	71	0	109	0	0	28	0	16	20	0	7	0	0
311	del_mutL_araBAD	8	1	13860	16169	46	0	177	145	0	285	57	1	82	46	0	69	56	0	33	0	0	145	0	135	80	0	45	0	0	58	0	22	18	1	14	0	0
311	del_mutL_araBAD	8	1	13860	18480	108	0	178	187	0	280	128	1	78	107	0	18	19	0	133	0	0	188	0	31	34	0	204	0	0	130	0	7	15	0	54	0	0
311	del_mutL_araBAD	8	1	13860	20789	0	0	156	0	0	283	0	0	61	0	0	0	0	0	150	0	0	0	0	0	0	1	282	0	0	0	0	0	0	1	59	0	0
312	wt	8	1	6931	2079	34	0	0	9	1	0	17	1	5	34	0	0	0	0	0	0	0	9	1	0	0	0	0	0	0	17	1	0	0	0	4	0	0
312	wt	8	1	6931	4620	0	1	0	3	3	0	1	1	2	0	1	0	0	0	0	0	0	3	3	0	0	0	0	0	0	2	1	0	0	0	0	0	0
312	wt	8	1	6931	6929	34	2	0	17	0	0	10	0	1	34	2	0	0	0	0	0	0	17	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0
312	wt	8	1	6931	9240	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
312	wt	8	1	6931	11549	6	0	0	6	0	0	7	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
312	wt	8	1	6931	16169	16	2	8	43	1	5	32	1	5	21	0	0	0	2	0	0	0	43	0	0	5	0	0	0	0	40	0	0	0	0	0	0	0
312	wt	8	1	6931	18480	11	0	9	28	1	2	45	0	12	11	0	0	0	0	17	0	0	28	0	1	0	0	6	0	0	49	0	1	1	0	16	0	0
312	wt	8	1	6931	20789	0	0	4	0	0	14	0	0	10	0	0	0	0	0	4	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	11	0	0
313	wt	9	1	16169	2079	20	0	0	6	2	0	15	1	5	2	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	2	1	0	0	0	1	0	0
313	wt	9	1	16169	4620	1	0	1	0	0	2	7	0	1	1	0	0	1	0	0	0	0	0	1	2	0	0	0	0	0	11	0	1	0	0	1	0	0
313	wt	9	1	16169	6929	0	0	1	0	0	1	10	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	10	0	0	1	0	0	0	0
313	wt	9	1	16169	9240	1	0	1	9	0	2	2	0	0	19	0	1	0	0	0	0	0	14	0	2	2	0	0	0	0	11	0	0	0	0	0	0	0
313	wt	9	1	16169	11549	10	0	1	22	0	4	4	0	0	10	0	0	0	0	0	0	0	22	0	1	1	0	0	0	0	4	0	0	0	0	0	0	0
313	wt	9	1	16169	13859	21	0	6	51	0	4	21	0	2	21	0	1	2	0	3	0	0	51	0	1	2	0	3	0	0	21	0	1	1	0	0	0	0
313	wt	9	1	16169	16169	8	0	1	11	0	2	15	0	2	8	0	1	0	0	0	0	0	11	0	1	1	0	0	0	0	15	0	1	0	0	2	0	0
