pop	pop_type	num_TP	out	coexist_length	mut_type	mut_count	total_mut_count	fixed_count	total_fixed_count
521	del_mutL	7	1	100	pseudogene	29	895	0	38
521	del_mutL	7	1	100	intergenic	204	895	6	38
521	del_mutL	7	1	100	indel	36	895	8	38
521	del_mutL	7	1	100	sv	5	895	0	38
522	del_srlD	8	-1	0	synonymous	153	859	0	0
522	del_srlD	8	-1	0	nonsynonymous	251	859	0	0
522	del_srlD	8	-1	0	nonsense	13	859	0	0
522	del_srlD	8	-1	0	noncoding	22	859	0	0
522	del_srlD	8	-1	0	pseudogene	174	859	0	0
522	del_srlD	8	-1	0	intergenic	190	859	0	0
522	del_srlD	8	-1	0	indel	35	859	0	0
522	del_srlD	8	-1	0	sv	21	859	0	0
523	del_mutL_araBAD	8	0	0	synonymous	349	1523	12	79
523	del_mutL_araBAD	8	0	0	nonsynonymous	768	1523	39	79
523	del_mutL_araBAD	8	0	0	nonsense	41	1523	2	79
523	del_mutL_araBAD	8	0	0	noncoding	24	1523	0	79
523	del_mutL_araBAD	8	0	0	pseudogene	43	1523	0	79
523	del_mutL_araBAD	8	0	0	intergenic	230	1523	10	79
523	del_mutL_araBAD	8	0	0	indel	61	1523	15	79
523	del_mutL_araBAD	8	0	0	sv	7	1523	1	79
524	wt	7	-1	0	synonymous	84	664	0	0
524	wt	7	-1	0	nonsynonymous	285	664	0	0
524	wt	7	-1	0	nonsense	16	664	0	0
524	wt	7	-1	0	noncoding	26	664	0	0
524	wt	7	-1	0	pseudogene	20	664	0	0
524	wt	7	-1	0	intergenic	172	664	0	0
524	wt	7	-1	0	indel	52	664	0	0
524	wt	7	-1	0	sv	9	664	0	0
