pop	pop_type	num_TP	out	TP	SE	SF	SP	NE	NF	NP	IE	IF	IP	S1	S2	S3	S4	S5	S6	S7	S8	N1	N2	N3	N4	N5	N6	N7	N8	I1	I2	I3	I4	I5	I6	I7	I8
420	del_araBAD	9	1	198	85	0	59	153	15	122	51	5	27	85	0	11	0	0	29	19	0	144	15	22	3	1	58	37	0	44	5	0	2	0	17	7	0
420	del_araBAD	9	1	231	99	0	80	183	15	177	59	5	42	99	0	12	2	0	38	30	0	174	15	27	5	1	70	81	0	52	5	1	4	1	25	14	0
420	del_araBAD	9	1	264	126	0	113	262	16	207	76	6	129	126	0	15	8	0	67	23	0	256	16	31	20	0	115	48	0	69	6	4	8	0	91	33	0
420	del_araBAD	9	1	297	166	0	109	310	16	238	154	6	84	166	0	15	14	0	80	0	0	310	16	32	49	0	157	0	0	154	6	4	10	0	70	0	0
421	del_mutL	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
421	del_mutL	8	1	29	0	0	14	0	0	45	0	0	10	0	0	0	0	6	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	7	0	0	0
421	del_mutL	8	1	66	11	2	18	21	16	68	7	2	24	5	1	0	0	3	8	7	0	8	15	0	0	11	32	25	0	6	1	0	0	7	9	9	0
421	del_mutL	8	1	99	16	2	42	38	16	123	9	2	38	10	2	2	5	2	9	24	0	27	17	3	13	10	41	53	0	8	3	1	6	5	10	15	0
421	del_mutL	8	1	132	33	4	57	92	26	116	22	5	32	27	4	10	12	0	12	23	0	79	27	25	24	0	29	37	0	21	7	6	9	1	5	9	0
421	del_mutL	8	1	165	48	4	90	119	26	184	25	5	59	42	4	11	18	0	32	29	0	105	27	32	35	0	61	55	0	24	7	7	14	1	17	18	0
421	del_mutL	8	1	231	104	29	32	230	90	49	65	20	12	51	4	25	47	0	32	6	0	126	27	64	90	0	48	14	0	32	7	15	32	0	10	1	0
421	del_mutL	8	1	264	115	40	85	255	106	141	69	25	70	62	4	36	53	0	85	0	0	151	27	79	104	0	141	0	0	36	7	18	33	0	70	0	0
421	del_mutL	8	1	297	162	40	136	348	106	276	105	26	137	109	4	36	53	0	136	0	0	244	27	79	104	0	276	0	0	72	7	19	33	0	137	0	0
422	del_srlD	9	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
422	del_srlD	9	-1	29	0	0	41	0	0	20	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
422	del_srlD	9	-1	66	19	0	57	9	3	27	21	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
422	del_srlD	9	-1	99	22	0	64	12	3	35	22	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
422	del_srlD	9	-1	132	23	0	64	18	4	44	25	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
422	del_srlD	9	-1	165	17	5	62	25	4	49	26	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
422	del_srlD	9	-1	198	20	5	78	36	4	69	33	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
422	del_srlD	9	-1	231	31	7	70	65	5	59	36	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
422	del_srlD	9	-1	264	37	9	108	89	20	84	43	3	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
422	del_srlD	9	-1	297	77	10	86	148	20	85	116	5	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
423	del_mutL_araBAD	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
423	del_mutL_araBAD	9	1	29	0	0	61	0	0	122	0	0	34	0	0	0	0	27	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	26	0	0	0
423	del_mutL_araBAD	9	1	66	40	6	42	69	8	118	21	1	22	10	7	0	0	15	0	25	0	32	8	0	0	37	0	77	0	18	1	0	0	8	0	12	0
423	del_mutL_araBAD	9	1	99	48	6	72	89	8	179	24	1	35	18	7	0	0	15	0	48	0	51	8	0	0	38	0	122	0	21	1	0	1	7	0	20	0
423	del_mutL_araBAD	9	1	132	97	26	51	213	55	97	43	13	24	67	19	0	0	45	0	50	0	176	40	0	0	82	0	72	0	40	8	0	1	19	0	14	0
423	del_mutL_araBAD	9	1	165	119	47	56	254	96	94	50	21	39	119	50	0	7	5	49	0	0	253	101	0	9	11	81	0	0	51	23	0	5	3	31	1	0
423	del_mutL_araBAD	9	1	198	149	47	99	300	97	192	72	21	32	152	50	5	7	1	37	49	0	305	102	9	9	1	67	106	0	74	23	2	5	0	16	7	0
423	del_mutL_araBAD	9	1	231	206	48	85	422	98	206	81	21	49	206	51	17	8	0	36	24	0	421	103	24	15	0	115	67	0	81	23	4	6	1	28	16	0
423	del_mutL_araBAD	9	1	264	210	51	289	439	106	611	83	25	195	210	51	40	22	0	93	134	0	438	103	95	63	3	166	288	0	83	23	24	18	3	40	112	0
423	del_mutL_araBAD	9	1	297	318	51	296	662	106	723	173	26	201	318	51	47	49	0	200	0	0	662	106	104	127	1	491	0	0	173	26	26	40	2	133	0	0
424	wt	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
424	wt	9	1	29	0	0	1	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
424	wt	9	1	66	1	0	17	1	2	36	0	0	16	1	0	0	0	17	0	0	0	1	2	0	0	38	0	0	0	0	0	0	0	16	0	0	0
424	wt	9	1	99	9	3	12	17	9	57	12	1	17	9	3	0	0	12	0	0	0	17	9	0	0	57	0	0	0	12	1	0	0	17	0	0	0
424	wt	9	1	132	17	6	15	53	23	24	19	7	11	17	6	0	0	12	0	0	0	55	23	0	0	17	0	0	0	20	7	0	0	8	0	0	0
424	wt	9	1	165	22	15	32	59	35	74	21	13	25	22	12	0	0	4	0	0	0	61	31	0	0	8	0	0	0	21	13	0	0	0	0	0	0
424	wt	9	1	198	31	15	60	97	35	130	34	13	63	22	15	0	0	1	21	25	0	61	36	0	0	3	69	50	0	21	13	0	0	0	49	14	0
424	wt	9	1	231	64	15	39	182	36	65	71	13	31	55	15	1	2	5	25	22	0	145	36	5	2	3	49	83	0	61	13	2	1	0	27	14	0
424	wt	9	1	264	69	24	119	192	39	273	75	14	133	69	20	6	14	4	75	23	0	191	39	22	48	0	134	68	0	78	13	6	5	1	67	52	0
424	wt	9	1	297	96	25	148	269	40	367	133	14	190	96	24	7	20	1	121	0	0	268	39	22	60	1	286	0	0	136	14	9	8	0	170	0	0
501	wt	7	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
501	wt	7	-1	22	0	0	2	0	0	5	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
501	wt	7	-1	50	0	0	3	0	4	7	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
501	wt	7	-1	75	1	0	35	5	6	88	6	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
501	wt	7	-1	100	34	0	2	88	9	11	30	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
501	wt	7	-1	175	34	0	58	97	9	118	34	2	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
501	wt	7	-1	200	90	0	55	207	14	66	60	3	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
501	wt	7	-1	225	131	0	26	259	14	61	117	3	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
502	del_mutL_srlD	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
502	del_mutL_srlD	7	1	22	0	0	38	0	0	32	0	0	13	0	0	0	0	23	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	2	0	0	0
502	del_mutL_srlD	7	1	50	4	4	42	7	15	29	1	2	34	6	2	0	0	22	0	15	0	6	9	0	0	26	0	9	0	1	1	0	0	3	0	32	0
502	del_mutL_srlD	7	1	75	14	6	33	16	21	30	7	4	31	24	6	0	0	12	0	3	0	18	21	0	0	19	0	5	0	24	4	0	1	4	0	8	0
502	del_mutL_srlD	7	1	100	15	7	55	22	27	38	24	8	13	33	7	0	0	3	32	8	0	27	27	0	0	10	18	9	0	24	8	0	1	0	4	8	0
502	del_mutL_srlD	7	1	175	21	7	52	37	27	32	26	8	16	29	7	0	5	3	29	16	0	40	27	0	3	9	22	10	0	26	8	1	1	0	6	19	0
502	del_mutL_srlD	7	1	200	19	10	134	41	36	159	28	8	131	30	10	0	18	0	70	40	0	43	36	5	12	0	49	90	0	28	8	2	12	0	40	77	0
502	del_mutL_srlD	7	1	225	55	10	135	134	37	183	89	8	118	66	10	0	31	0	93	0	0	136	36	5	25	1	151	0	0	89	8	2	39	0	77	0	0
503	del_araBAD	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
503	del_araBAD	8	0	22	0	0	5	0	0	9	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	4	0	0	0
503	del_araBAD	8	0	50	0	1	9	6	2	15	2	1	10	0	0	0	0	1	7	2	0	5	2	0	0	3	4	8	0	3	1	0	0	0	4	5	0
503	del_araBAD	8	0	75	5	1	4	17	3	17	8	1	9	6	1	0	0	0	3	0	0	16	3	1	1	4	8	3	0	8	1	0	0	0	4	5	0
503	del_araBAD	8	0	100	5	1	10	25	3	21	13	1	6	6	1	0	0	0	9	0	0	24	3	5	1	0	11	4	0	14	1	1	0	0	4	1	0
503	del_araBAD	8	0	150	11	1	72	38	3	53	15	1	21	12	1	0	0	0	60	12	0	37	3	5	1	1	37	9	0	16	1	1	0	0	18	2	0
503	del_araBAD	8	0	175	61	8	28	69	15	46	24	4	49	50	1	7	12	0	27	0	0	57	3	12	10	0	47	1	0	21	1	3	2	0	51	0	0
503	del_araBAD	8	0	200	69	9	36	102	15	83	56	4	76	58	1	7	12	1	35	0	0	90	3	12	11	0	84	0	0	53	1	3	2	0	77	0	0
503	del_araBAD	8	0	225	89	9	31	161	15	77	102	4	78	77	1	7	12	2	30	0	0	150	3	12	11	0	77	0	0	98	1	3	2	0	80	0	0
504	del_mutL	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
504	del_mutL	8	0	22	0	0	13	0	0	24	0	0	11	0	0	0	0	13	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	11	0	0	0
504	del_mutL	8	0	50	2	8	30	9	15	47	5	4	65	4	8	0	0	26	0	0	0	9	15	0	0	44	0	0	0	5	4	0	0	64	0	0	0
504	del_mutL	8	0	75	27	8	10	48	16	22	62	4	21	30	8	0	0	0	0	0	0	48	16	0	0	17	0	0	0	67	4	0	0	6	0	0	0
504	del_mutL	8	0	100	29	9	12	50	25	27	70	9	14	26	8	0	0	6	0	2	0	49	25	0	0	21	0	2	0	68	6	0	0	11	0	4	0
504	del_mutL	8	0	150	34	9	37	65	25	56	72	10	36	33	9	0	0	0	0	37	0	65	25	0	1	14	0	39	0	78	10	0	0	2	0	25	0
504	del_mutL	8	0	175	47	9	29	94	36	37	87	12	22	48	9	0	0	1	0	26	0	95	35	0	1	9	0	26	0	86	12	0	0	1	0	14	0
504	del_mutL	8	0	200	51	10	71	108	43	120	86	12	102	52	10	0	0	1	0	67	0	108	43	0	3	14	0	100	0	85	12	0	0	5	0	94	0
504	del_mutL	8	0	225	98	11	42	208	45	71	160	13	63	100	10	0	20	1	20	0	0	208	43	0	17	2	54	0	0	162	12	0	22	1	39	0	0
505	del_srlD	8	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
505	del_srlD	8	-1	22	0	0	34	0	0	12	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
505	del_srlD	8	-1	50	0	0	43	4	2	15	3	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
505	del_srlD	8	-1	75	0	0	56	8	2	23	11	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
505	del_srlD	8	-1	100	12	0	62	15	7	17	33	1	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
505	del_srlD	8	-1	150	12	0	111	17	7	68	34	1	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
505	del_srlD	8	-1	175	23	0	109	41	12	73	70	2	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
505	del_srlD	8	-1	200	31	0	126	69	13	84	78	2	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
505	del_srlD	8	-1	225	62	0	124	104	13	180	111	2	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
506	del_mutL_araBAD	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
506	del_mutL_araBAD	8	1	22	0	0	3	0	0	14	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	3	0	0	0
506	del_mutL_araBAD	8	1	50	0	0	11	1	2	38	1	0	11	0	0	0	0	10	0	0	0	1	2	0	0	35	0	0	0	3	0	0	0	9	0	0	0
506	del_mutL_araBAD	8	1	75	7	0	22	26	2	76	7	0	25	7	0	0	0	6	0	0	0	26	2	0	0	18	0	0	0	9	0	0	0	3	0	0	0
506	del_mutL_araBAD	8	1	100	11	1	29	45	12	82	18	2	18	7	1	0	0	5	20	4	0	27	11	0	0	10	55	17	0	9	2	0	0	1	12	3	0
506	del_mutL_araBAD	8	1	150	28	9	55	105	33	88	27	6	42	19	6	8	4	0	51	5	0	65	21	17	17	3	81	23	0	15	3	4	3	1	38	10	0
506	del_mutL_araBAD	8	1	175	54	13	43	162	41	70	49	8	30	45	6	8	9	0	43	0	0	122	24	17	40	0	70	0	0	36	4	4	13	0	29	0	0
506	del_mutL_araBAD	8	1	200	65	14	107	190	42	241	59	8	124	56	6	8	9	0	107	0	0	150	24	17	40	1	241	0	0	46	4	4	13	0	124	0	0
506	del_mutL_araBAD	8	1	225	133	17	78	384	42	192	153	8	66	124	6	11	9	0	78	0	0	343	24	17	40	1	193	0	0	140	4	4	13	0	66	0	0
507	del_mutL_srlD	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
507	del_mutL_srlD	5	0	22	0	0	32	0	0	20	0	0	5	0	0	0	0	14	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	3	0	0	0
507	del_mutL_srlD	5	0	50	1	0	237	4	0	446	2	0	114	1	0	0	0	181	0	36	0	6	0	0	0	389	0	41	0	2	0	0	0	95	0	16	0
507	del_mutL_srlD	5	0	75	181	6	68	405	25	47	106	6	39	182	2	0	22	17	0	15	0	407	9	0	17	19	0	10	0	108	1	0	3	6	0	29	0
507	del_mutL_srlD	5	0	100	197	6	75	415	25	64	131	7	41	191	6	0	28	12	40	45	0	415	25	0	16	5	40	92	1	132	7	0	7	0	32	27	0
507	del_mutL_srlD	5	0	150	205	6	156	440	26	213	146	7	101	198	6	8	73	11	71	0	0	439	26	2	108	4	100	0	0	146	7	0	34	0	67	0	0
508	del_araBAD	7	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
508	del_araBAD	7	-1	22	0	0	9	0	0	10	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
508	del_araBAD	7	-1	50	1	0	9	5	2	9	9	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
508	del_araBAD	7	-1	75	1	2	11	11	4	12	22	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
508	del_araBAD	7	-1	100	5	4	20	17	4	43	27	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
508	del_araBAD	7	-1	150	17	4	36	50	12	40	31	3	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
508	del_araBAD	7	-1	200	32	9	204	78	15	117	48	6	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
508	del_araBAD	7	-1	225	198	9	54	187	15	40	112	6	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
509	del_mutL	8	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
509	del_mutL	8	-1	22	0	0	11	0	0	41	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
509	del_mutL	8	-1	50	7	2	37	18	9	155	5	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
509	del_mutL	8	-1	75	39	7	36	147	32	104	36	4	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
509	del_mutL	8	-1	100	73	9	11	241	40	39	69	5	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
509	del_mutL	8	-1	150	83	10	20	275	42	54	76	5	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
509	del_mutL	8	-1	175	97	10	22	313	46	48	90	8	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
509	del_mutL	8	-1	200	109	10	88	340	46	209	106	10	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
509	del_mutL	8	-1	225	168	10	65	501	47	136	168	10	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
510	del_srlD	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
510	del_srlD	8	0	22	0	0	28	0	0	13	0	0	23	0	0	0	0	28	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	22	0	0	0
510	del_srlD	8	0	50	5	0	40	4	4	15	9	0	16	6	0	0	0	39	0	0	0	4	4	0	0	14	0	0	0	8	0	0	0	16	0	0	0
510	del_srlD	8	0	75	13	0	39	9	7	13	21	1	25	30	0	0	0	20	0	0	0	15	6	0	0	7	0	0	0	20	1	0	0	24	0	0	0
510	del_srlD	8	0	100	19	0	55	11	8	45	34	1	30	50	0	0	0	17	0	16	0	21	7	0	0	35	0	64	0	40	1	0	0	12	0	37	0
510	del_srlD	8	0	150	34	0	71	43	9	48	42	1	36	44	0	0	12	2	0	0	0	66	9	0	44	6	0	0	0	53	1	0	29	0	0	0	0
510	del_srlD	8	0	175	35	0	74	64	9	45	50	1	47	41	0	0	12	2	61	0	0	67	9	0	44	5	36	0	0	48	1	0	29	0	40	0	0
510	del_srlD	8	0	200	30	0	111	77	9	109	62	1	107	30	0	0	12	2	84	6	0	77	9	1	44	6	44	11	0	60	1	1	29	0	66	12	0
510	del_srlD	8	0	225	52	0	112	142	17	74	112	2	94	40	0	0	12	2	110	0	0	98	9	4	44	5	73	0	0	82	1	1	29	0	95	0	0
511	del_mutL_araBAD	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
511	del_mutL_araBAD	6	0	75	0	0	8	0	0	36	0	0	15	0	0	0	0	8	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	15	0	0	0
511	del_mutL_araBAD	6	0	100	3	4	14	7	23	64	8	4	13	3	4	0	0	14	0	0	0	8	23	0	0	61	0	0	0	8	4	0	0	12	0	0	0
511	del_mutL_araBAD	6	0	150	10	4	52	47	23	118	16	5	17	10	4	0	0	47	0	0	0	46	23	0	0	96	0	0	0	17	5	0	0	10	0	0	0
511	del_mutL_araBAD	6	0	175	53	13	22	137	50	60	23	13	29	51	10	0	0	10	0	0	0	132	33	0	0	23	0	0	0	24	8	0	0	6	0	0	0
511	del_mutL_araBAD	6	0	200	59	14	54	176	50	93	41	13	73	53	14	0	0	38	11	0	0	136	50	0	0	84	41	0	0	23	14	0	0	53	18	0	0
511	del_mutL_araBAD	6	0	225	80	16	45	239	50	63	82	13	65	95	14	5	0	2	25	0	0	261	50	0	0	0	41	0	0	91	14	0	0	3	52	0	0
512	wt	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
512	wt	7	0	22	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
512	wt	7	0	50	0	0	3	0	2	6	0	1	1	0	0	0	0	0	3	0	0	0	2	0	0	0	6	0	0	0	0	0	0	1	1	0	0
512	wt	7	0	75	3	0	0	1	7	7	0	1	6	3	0	0	0	0	0	0	0	1	2	5	0	0	7	0	0	0	1	0	0	0	5	0	0
512	wt	7	0	100	3	0	9	6	7	14	2	2	7	3	0	0	0	0	5	0	0	6	2	5	0	0	13	0	0	2	1	0	0	1	7	0	0
512	wt	7	0	175	8	4	11	17	10	34	6	3	31	8	0	0	0	4	11	0	0	17	2	7	0	3	31	0	0	6	2	1	0	0	30	0	0
512	wt	7	0	200	11	9	40	40	18	68	23	4	77	11	4	5	0	0	40	0	0	40	5	12	0	1	68	0	0	23	2	1	0	1	77	0	0
512	wt	7	0	225	30	9	28	94	18	41	76	4	51	30	4	5	0	0	28	0	0	94	5	12	0	3	39	0	0	76	2	1	0	2	50	0	0
513	wt	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
513	wt	7	0	22	0	0	3	0	0	6	0	0	6	0	0	0	0	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0
513	wt	7	0	50	2	0	41	2	4	95	2	1	27	2	0	0	0	0	40	0	0	0	4	0	0	3	91	0	0	0	1	0	0	1	23	0	0
513	wt	7	0	75	41	0	5	86	7	13	24	1	7	41	0	0	0	0	4	0	0	83	7	1	0	0	10	0	0	22	1	0	0	0	7	0	0
513	wt	7	0	100	42	0	16	88	7	29	27	1	9	42	0	0	0	4	7	0	0	85	7	3	0	8	21	0	0	25	1	0	0	1	10	0	0
513	wt	7	0	175	44	0	28	107	7	71	32	1	64	48	0	0	0	0	21	15	0	108	7	3	0	0	67	42	0	32	1	0	0	0	64	16	0
513	wt	7	0	200	57	0	43	156	7	85	76	1	73	57	0	0	15	0	36	0	0	155	7	9	42	0	75	0	0	76	1	1	16	0	72	0	0
513	wt	7	0	225	72	0	42	207	7	93	124	1	52	72	0	1	15	0	26	0	0	206	7	10	42	0	42	0	0	124	1	2	16	0	34	0	0
514	del_mutL_srlD	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
514	del_mutL_srlD	8	0	22	0	0	36	0	0	34	0	0	19	0	0	0	0	16	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	1	0	0	0
514	del_mutL_srlD	8	0	50	6	0	145	16	3	321	0	0	137	13	1	0	0	4	129	0	0	18	2	0	0	16	304	0	0	0	0	0	0	3	126	0	0
514	del_mutL_srlD	8	0	75	76	4	83	297	15	68	97	3	43	83	4	1	0	0	71	0	0	300	14	1	0	0	65	0	0	97	3	0	0	0	44	0	0
514	del_mutL_srlD	8	0	100	87	4	111	305	15	146	110	3	47	84	4	1	0	0	109	0	0	306	14	1	0	0	145	0	0	110	3	0	0	0	48	0	0
514	del_mutL_srlD	8	0	150	124	4	112	393	15	174	127	4	49	121	4	1	0	0	110	0	0	394	14	1	0	0	173	0	0	134	3	1	0	0	43	0	0
514	del_mutL_srlD	8	0	175	145	4	98	470	16	157	138	4	52	142	4	1	0	0	100	0	0	470	14	2	0	0	170	0	0	145	3	1	0	0	50	0	0
514	del_mutL_srlD	8	0	200	143	11	148	492	29	228	143	8	144	150	4	25	0	1	128	0	0	494	14	74	0	7	162	0	0	150	3	17	0	0	125	0	0
514	del_mutL_srlD	8	0	225	183	11	148	580	30	201	236	8	82	190	4	28	0	0	120	0	0	582	14	83	0	1	131	0	0	236	3	17	0	0	70	0	0
515	del_araBAD	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
515	del_araBAD	8	0	22	0	0	2	0	0	6	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	3	0	0	0
515	del_araBAD	8	0	50	1	0	39	1	4	75	0	1	24	0	0	0	0	7	0	31	0	1	5	0	0	7	0	67	0	1	1	0	0	2	0	21	0
515	del_araBAD	8	0	75	32	4	9	69	5	15	19	1	17	0	4	0	31	7	0	7	0	2	6	0	67	13	0	25	0	1	1	0	21	14	0	4	0
515	del_araBAD	8	0	100	34	4	48	75	5	31	30	1	12	4	4	0	38	43	0	0	0	7	6	0	92	30	0	0	0	12	1	0	25	9	0	0	0
515	del_araBAD	8	0	150	75	5	20	100	7	23	36	2	15	44	5	0	38	12	0	0	0	33	8	0	92	21	0	0	0	20	2	0	25	4	0	0	0
515	del_araBAD	8	0	175	85	8	18	117	8	37	39	2	20	53	7	0	38	1	0	0	0	50	9	0	92	3	0	0	0	23	2	0	25	0	0	0	0
515	del_araBAD	8	0	200	90	9	28	142	9	70	45	2	65	53	8	0	38	1	26	0	0	51	9	0	92	1	67	0	0	21	2	0	25	0	61	0	0
515	del_araBAD	8	0	225	106	9	17	199	14	31	93	4	30	69	8	0	38	1	16	0	0	107	9	4	92	2	30	0	0	69	2	1	25	2	28	0	0
516	del_mutL	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
516	del_mutL	8	0	22	0	0	18	0	0	42	0	0	8	0	0	0	0	16	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	8	0	0	0
516	del_mutL	8	0	50	5	7	63	11	17	181	3	2	37	5	7	0	0	61	0	0	0	11	17	0	0	177	0	0	0	3	2	0	0	36	0	0	0
