pop	pop_type	num_TP	out	TP	SE	SF	SP	NE	NF	NP	IE	IF	IP	S1	S2	S3	S4	S5	S6	S7	S8	N1	N2	N3	N4	N5	N6	N7	N8	I1	I2	I3	I4	I5	I6	I7	I8
213	wt	8	0	6600	54	0	1	107	1	13	35	1	14	54	0	0	0	0	1	0	0	106	1	2	0	0	11	0	0	34	1	0	0	1	13	0	0
213	wt	8	0	9240	54	0	7	110	1	21	43	2	8	54	0	0	0	0	2	9	0	109	1	2	0	0	16	9	0	42	2	0	0	0	6	11	0
213	wt	8	0	10560	59	0	24	120	1	55	45	2	56	59	0	0	4	0	13	7	0	120	1	2	5	0	27	21	0	44	2	0	9	0	20	27	0
213	wt	8	0	11880	62	0	56	143	1	152	60	2	151	62	0	0	9	0	47	0	0	143	1	2	8	0	142	0	0	59	2	0	23	4	125	0	0
214	del_mutL_srlD	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
214	del_mutL_srlD	9	1	1188	0	0	121	0	0	219	0	0	42	0	0	0	0	22	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	9	0	0	0
214	del_mutL_srlD	9	1	2640	57	3	201	133	7	413	27	2	77	0	3	0	0	19	99	76	0	5	6	0	0	33	215	165	0	1	2	0	0	6	38	31	0
214	del_mutL_srlD	9	1	3960	76	3	287	163	7	534	37	2	106	20	3	2	25	18	124	120	0	36	6	5	54	32	244	207	0	9	2	0	8	6	46	46	0
214	del_mutL_srlD	9	1	5280	172	3	292	313	7	586	80	2	121	115	3	3	33	18	162	79	0	184	6	9	82	32	329	144	0	52	2	0	13	6	61	42	0
214	del_mutL_srlD	9	1	6600	226	4	369	405	8	825	111	2	177	169	4	5	45	17	240	71	0	280	6	9	106	33	571	123	0	83	2	0	17	6	109	52	0
214	del_mutL_srlD	9	1	7920	251	4	429	442	8	1021	147	2	175	199	4	42	46	12	276	77	0	323	7	90	111	23	700	146	0	122	2	6	19	3	133	35	0
214	del_mutL_srlD	9	1	9240	312	4	397	614	9	895	167	3	166	272	4	56	53	12	243	78	0	524	7	109	129	23	584	150	0	154	2	12	19	3	120	30	0
214	del_mutL_srlD	9	1	10560	338	5	563	680	13	1261	183	4	307	335	5	90	88	11	304	73	0	673	10	229	176	21	635	210	0	179	3	42	26	3	166	75	0
214	del_mutL_srlD	9	1	11880	418	7	630	937	15	1324	263	4	344	415	7	102	96	9	426	0	0	934	15	266	180	17	864	0	0	260	4	47	29	2	269	0	0
215	del_araBAD	9	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
215	del_araBAD	9	-1	1188	0	0	1	0	0	3	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
215	del_araBAD	9	-1	2640	1	0	2	1	0	13	7	1	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
215	del_araBAD	9	-1	3960	3	0	35	5	0	26	18	1	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
215	del_araBAD	9	-1	5280	38	0	23	21	0	54	38	1	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
215	del_araBAD	9	-1	6600	60	0	1	62	0	17	51	1	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
215	del_araBAD	9	-1	7920	60	0	39	63	0	57	53	1	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
215	del_araBAD	9	-1	9240	76	0	40	88	0	71	62	1	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
215	del_araBAD	9	-1	10560	92	0	40	125	0	79	75	1	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
215	del_araBAD	9	-1	11880	107	0	45	164	0	125	129	1	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
216	del_mutL	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
216	del_mutL	9	1	1188	0	0	113	0	0	251	0	0	52	0	0	0	0	7	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0
216	del_mutL	9	1	2640	57	0	210	131	0	593	32	0	111	7	0	0	0	0	132	77	0	17	0	0	0	2	398	231	0	0	0	0	0	0	81	32	0
216	del_mutL	9	1	3960	62	0	281	158	0	747	39	0	139	12	0	3	43	0	167	80	0	40	0	12	75	1	457	267	0	5	0	5	9	0	97	38	0
216	del_mutL	9	1	5280	99	0	312	240	0	823	52	0	180	47	0	4	46	0	222	72	0	119	0	12	89	1	583	246	0	18	0	5	10	0	129	57	0
216	del_mutL	9	1	6600	136	0	612	304	1	1576	74	0	351	84	0	4	71	0	324	229	0	181	1	15	146	0	834	650	0	37	0	5	29	0	196	142	0
216	del_mutL	9	1	7920	268	0	745	722	1	1731	180	0	374	215	0	4	105	0	445	207	0	599	1	16	196	0	1050	536	0	143	0	5	41	0	229	122	0
216	del_mutL	9	1	9240	333	0	742	884	1	1730	231	0	337	278	0	4	167	0	506	175	0	760	1	16	344	0	1203	429	0	195	0	6	57	0	248	93	0
216	del_mutL	9	1	10560	358	0	1228	943	1	3077	238	0	661	353	0	4	209	0	764	257	0	932	1	17	424	0	1858	793	0	233	0	6	70	0	414	179	0
216	del_mutL	9	1	11880	692	0	1085	1995	1	2448	503	0	484	692	0	7	233	0	845	0	0	1994	1	19	464	0	1966	0	0	504	0	8	78	0	397	0	0
217	del_srlD	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
217	del_srlD	8	1	1188	0	0	108	0	0	185	0	0	64	0	0	0	0	13	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	13	0	0	0
217	del_srlD	8	1	2640	50	0	162	92	0	278	42	1	60	9	0	0	0	4	0	152	0	24	0	0	0	8	0	265	0	12	1	0	0	0	0	54	0
217	del_srlD	8	1	3960	103	0	122	180	0	212	62	1	59	60	0	0	14	0	0	135	0	118	0	0	31	0	0	228	0	31	1	0	7	0	0	57	0
217	del_srlD	8	1	5280	123	0	156	207	0	284	82	1	59	112	0	0	33	0	0	120	0	197	0	0	82	0	0	195	0	63	1	0	14	0	0	38	0
217	del_srlD	8	1	6600	143	0	417	242	0	742	89	1	167	134	0	0	37	0	0	377	0	235	0	0	95	0	0	645	0	69	1	0	14	0	0	146	0
217	del_srlD	8	1	7920	398	0	263	714	0	414	191	1	108	390	0	0	102	0	76	93	0	709	0	0	218	0	54	147	0	172	1	0	36	0	47	41	0
217	del_srlD	8	1	10560	455	0	406	824	0	825	211	1	256	448	0	23	125	0	90	172	0	818	0	24	234	2	110	454	0	193	1	6	46	0	85	132	0
217	del_srlD	8	1	11880	605	0	799	1258	0	1796	335	1	465	601	0	26	148	0	629	0	0	1252	0	29	260	0	1513	0	0	321	1	7	50	0	422	0	0
218	del_mutL_araBAD	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
218	del_mutL_araBAD	8	1	1188	0	0	93	0	0	194	0	0	41	0	0	0	0	21	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	12	0	0	0
218	del_mutL_araBAD	8	1	2640	55	0	163	110	2	381	21	1	70	14	0	0	0	7	133	61	0	17	2	0	0	13	279	159	0	8	1	0	0	3	52	26	0
218	del_mutL_araBAD	8	1	3960	74	0	203	170	2	411	32	1	79	62	0	10	3	3	140	73	0	131	2	27	15	2	282	147	0	28	1	2	0	1	54	30	0
218	del_mutL_araBAD	8	1	5280	134	0	410	270	2	761	47	1	141	138	0	15	9	2	238	147	0	270	2	43	23	1	454	253	0	46	1	3	2	1	89	48	0
218	del_mutL_araBAD	8	1	6600	173	0	548	335	2	980	54	1	254	171	0	62	10	2	276	211	0	327	2	134	24	1	493	366	0	53	1	29	2	1	108	120	0
218	del_mutL_araBAD	8	1	7920	316	0	691	576	2	1278	158	1	289	310	0	99	12	2	374	214	0	566	2	201	27	1	625	446	0	156	1	49	3	1	124	117	0
218	del_mutL_araBAD	8	1	10560	530	0	775	1038	2	1422	257	1	321	528	0	145	13	2	586	31	0	1035	2	282	30	1	1071	45	0	259	1	58	5	1	222	36	0
218	del_mutL_araBAD	8	1	11880	558	0	854	1070	2	1697	292	1	349	556	0	171	17	2	666	0	0	1070	2	347	40	1	1309	0	0	295	1	65	8	1	272	0	0
219	del_mutL_srlD	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
219	del_mutL_srlD	8	1	1188	0	0	27	0	0	30	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0
219	del_mutL_srlD	8	1	2640	0	0	239	3	0	366	0	1	81	0	0	0	0	0	132	123	0	2	0	0	0	1	190	218	0	0	1	0	0	0	37	50	0
219	del_mutL_srlD	8	1	3960	80	0	240	122	0	337	26	1	78	79	0	14	6	0	119	120	0	122	0	15	9	0	194	171	0	24	1	5	2	0	33	46	0
219	del_mutL_srlD	8	1	5280	167	0	311	216	0	483	58	1	99	166	0	14	12	0	177	137	0	214	0	19	20	0	283	224	0	56	1	6	4	0	57	44	0
219	del_mutL_srlD	8	1	6600	231	0	612	299	0	1080	75	1	225	228	0	16	29	0	340	268	0	289	0	23	33	0	593	499	0	73	1	6	7	0	104	120	0
219	del_mutL_srlD	8	1	7920	521	0	461	872	0	720	210	1	115	510	0	17	56	0	304	145	0	851	0	27	62	0	498	225	0	206	1	8	13	0	79	48	0
219	del_mutL_srlD	8	1	10560	568	0	706	936	2	1098	221	2	294	557	0	113	130	0	318	156	0	914	0	213	189	2	462	257	0	217	1	43	39	1	112	104	0
219	del_mutL_srlD	8	1	11880	680	0	666	1157	2	1003	308	2	280	682	0	162	178	0	324	0	0	1157	2	306	253	1	443	0	0	307	2	64	59	0	158	0	0
220	del_araBAD	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
220	del_araBAD	8	1	1188	0	0	21	0	0	54	0	0	10	0	0	0	0	6	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	1	0	0	0
220	del_araBAD	8	1	2640	21	0	0	52	1	7	7	1	9	6	0	0	0	0	0	0	0	12	0	0	0	1	6	2	0	0	1	0	0	0	6	3	0
220	del_araBAD	8	1	3960	21	0	9	53	1	16	10	1	12	6	0	0	0	0	9	15	0	13	0	1	1	1	15	41	0	3	1	2	0	0	10	7	0
220	del_araBAD	8	1	5280	30	0	9	64	1	26	17	1	9	30	0	0	0	0	0	9	0	64	0	2	2	1	3	19	0	17	1	2	0	0	3	4	0
220	del_araBAD	8	1	6600	39	0	17	83	1	39	20	1	37	39	0	0	0	0	1	16	0	83	1	3	2	0	2	33	0	20	1	2	1	0	5	29	0
220	del_araBAD	8	1	7920	54	0	24	114	1	32	51	1	30	54	0	0	1	0	15	9	0	114	1	3	4	0	9	16	0	51	1	2	1	0	14	13	0
220	del_araBAD	8	1	10560	62	0	22	130	1	42	63	2	59	62	0	1	2	0	18	2	0	130	1	4	4	2	16	16	0	63	1	3	1	1	42	14	0
220	del_araBAD	8	1	11880	64	0	52	147	1	115	78	2	125	64	0	1	2	0	49	0	0	147	1	8	6	0	101	0	0	78	1	3	1	1	121	0	0
221	del_mutL	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
221	del_mutL	9	1	1188	0	0	122	0	0	238	0	0	43	0	0	0	0	18	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	7	0	0	0
221	del_mutL	9	1	2640	59	3	167	111	9	314	19	1	64	12	2	0	0	4	141	0	0	34	7	0	0	14	259	0	0	5	1	0	0	1	53	0	0
221	del_mutL	9	1	3960	108	3	191	200	9	346	38	1	71	51	2	3	0	4	171	0	0	112	7	4	0	14	302	0	0	22	1	0	0	1	64	0	0
221	del_mutL	9	1	5280	168	3	291	301	9	592	62	1	130	108	2	5	0	4	210	126	0	203	7	6	0	13	420	255	0	48	1	1	0	1	85	56	0
221	del_mutL	9	1	6600	220	3	429	463	9	771	105	1	151	214	3	5	2	3	287	151	0	458	9	7	3	11	484	298	0	104	1	1	0	1	88	64	0
221	del_mutL	9	1	7920	362	3	525	732	9	998	161	1	190	356	3	5	9	3	269	260	0	730	9	7	22	9	436	554	0	159	1	1	3	1	91	97	0
221	del_mutL	9	1	9240	592	3	360	1235	9	619	269	1	96	595	3	92	36	3	137	113	0	1241	9	132	73	9	221	225	0	268	1	20	6	1	46	43	0
221	del_mutL	9	1	10560	614	3	588	1269	11	1046	272	2	223	625	3	119	115	3	203	139	0	1283	9	196	229	12	316	283	0	271	1	34	35	2	95	59	0
221	del_mutL	9	1	11880	740	3	662	1505	11	1201	317	2	337	744	3	119	167	3	369	0	0	1511	11	202	327	9	657	0	0	316	2	35	60	1	242	0	0
222	del_srlD	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
222	del_srlD	8	1	1188	0	0	47	0	0	51	0	0	39	0	0	0	0	5	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	2	0	0	0
222	del_srlD	8	1	2640	28	0	33	43	0	24	20	1	21	5	0	0	0	0	15	27	0	13	0	0	0	0	17	23	0	1	1	0	0	0	2	27	0
222	del_srlD	8	1	3960	29	0	46	46	0	35	21	1	31	18	0	0	0	0	21	28	0	33	0	1	1	0	17	15	0	10	1	0	0	0	4	27	0
222	del_srlD	8	1	5280	43	0	33	61	0	24	42	1	13	32	0	0	0	0	22	14	0	48	0	2	1	0	18	3	0	36	1	0	0	0	6	2	0
222	del_srlD	8	1	6600	43	0	35	60	0	30	48	1	13	32	0	0	0	0	23	15	0	47	0	2	1	0	20	9	0	36	1	0	0	0	9	5	0
222	del_srlD	8	1	7920	45	0	91	64	0	68	53	1	26	34	0	0	0	0	31	62	0	51	0	2	1	0	30	38	0	41	1	0	0	0	13	15	0
222	del_srlD	8	1	9240	83	0	81	102	0	94	60	1	28	72	0	0	0	0	31	53	0	90	0	2	1	0	28	70	0	48	1	0	0	0	13	22	0
222	del_srlD	8	1	10560	111	0	65	164	0	62	70	1	61	101	0	5	24	0	46	0	0	157	0	5	5	0	59	0	0	64	1	0	8	0	59	0	0
223	del_mutL_araBAD	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
223	del_mutL_araBAD	8	1	1188	0	0	55	0	0	106	0	0	34	0	0	0	0	7	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	6	0	0	0
223	del_mutL_araBAD	8	1	2640	21	0	190	35	2	352	19	0	57	7	0	0	0	0	108	82	0	16	2	0	0	1	201	140	0	6	0	0	0	0	30	24	0
223	del_mutL_araBAD	8	1	3960	44	0	203	78	2	361	23	0	70	30	0	39	2	0	78	87	0	56	2	78	6	1	116	169	0	9	0	9	1	0	30	30	0
223	del_mutL_araBAD	8	1	6600	69	0	447	100	2	828	29	0	167	56	0	47	3	0	276	127	0	81	2	105	7	1	499	230	0	15	0	12	2	0	115	41	0
223	del_mutL_araBAD	8	1	7920	214	0	420	370	2	764	92	0	121	199	0	61	4	0	239	148	0	352	2	129	9	0	396	274	0	80	0	20	3	0	74	48	0
223	del_mutL_araBAD	8	1	9240	312	0	528	554	2	940	110	0	182	309	0	125	5	0	254	153	0	552	2	212	10	0	477	255	0	112	0	38	5	0	93	49	0
223	del_mutL_araBAD	8	1	10560	470	0	673	850	2	1173	156	1	289	475	0	151	56	1	177	287	0	873	2	273	96	3	292	492	0	160	0	54	23	1	75	134	1
223	del_mutL_araBAD	8	1	11880	575	0	809	1021	2	1524	238	1	346	606	0	153	220	0	405	0	0	1084	2	283	401	3	774	0	0	248	2	57	72	0	206	0	0
301	wt	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
301	wt	9	0	2079	0	0	0	0	0	0	0	0	6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
301	wt	9	0	4620	0	0	6	0	0	6	0	0	43	0	0	0	0	1	0	5	0	0	0	0	0	0	3	3	0	2	0	0	0	2	27	13	0
301	wt	9	0	6929	5	1	19	6	0	18	28	0	27	5	1	0	0	0	1	18	0	6	0	0	0	0	4	14	0	30	0	1	1	2	19	3	0
301	wt	9	0	9240	24	1	16	22	0	19	40	0	19	6	1	0	18	0	16	0	0	8	0	0	14	0	19	0	0	38	0	1	4	2	15	0	0
301	wt	9	0	11549	40	1	5	37	4	6	44	3	16	22	1	0	18	0	5	0	0	23	0	4	14	0	6	0	0	42	2	1	4	0	15	0	0
301	wt	9	0	13859	44	2	24	43	4	55	56	3	25	26	1	1	18	0	24	0	0	29	0	4	14	0	55	0	0	54	2	1	4	0	24	0	0
301	wt	9	0	16169	61	2	23	93	4	20	73	3	18	43	1	1	18	0	23	0	0	79	0	4	14	0	20	0	0	71	2	1	4	0	16	0	0
301	wt	9	0	18480	74	2	63	105	5	134	77	3	128	56	1	1	18	0	63	0	0	91	0	5	14	0	134	0	0	74	2	1	4	0	127	0	0
301	wt	9	0	20789	113	2	43	213	5	66	178	3	61	95	1	1	18	0	43	0	0	199	0	5	14	0	66	0	0	174	2	1	4	0	61	0	0
302	del_mutL_srlD	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
302	del_mutL_srlD	9	1	2079	0	0	135	0	0	221	0	0	65	0	0	0	0	42	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	26	0	0	0
302	del_mutL_srlD	9	1	4620	49	0	292	91	0	533	17	0	162	42	0	0	0	0	189	61	0	85	1	0	0	0	328	130	0	26	0	0	0	0	88	51	0
302	del_mutL_srlD	9	1	6929	65	0	341	124	0	603	45	0	161	34	0	64	10	0	134	95	0	74	1	124	31	0	215	158	0	33	0	20	4	0	69	50	0
302	del_mutL_srlD	9	1	9240	113	1	493	207	1	867	69	0	216	71	0	69	16	0	207	188	0	124	1	134	33	0	371	305	0	52	0	20	7	0	107	87	0
302	del_mutL_srlD	9	1	11549	298	1	429	548	1	719	142	0	205	256	0	126	47	0	128	129	0	465	1	249	88	1	181	200	0	125	0	28	16	0	100	71	0
302	del_mutL_srlD	9	1	13859	399	7	423	684	12	717	201	8	164	350	0	153	55	3	134	96	0	592	2	278	106	5	198	159	0	176	0	37	18	1	103	35	0
302	del_mutL_srlD	9	1	16169	498	169	195	898	328	262	229	62	99	425	3	217	73	3	85	66	0	762	7	413	123	15	79	100	0	200	1	80	32	5	60	38	0
302	del_mutL_srlD	9	1	18480	506	178	346	924	347	485	238	65	285	475	6	231	80	0	183	56	0	870	19	432	130	4	243	58	0	221	5	81	54	2	198	27	0
302	del_mutL_srlD	9	1	20789	637	251	309	1161	468	423	434	91	125	581	6	238	91	0	281	0	0	1058	19	441	139	4	391	0	0	384	5	83	57	1	120	0	0
303	del_araBAD	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
303	del_araBAD	9	1	2079	0	0	7	0	0	4	0	0	15	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	5	0	0	0
303	del_araBAD	9	1	4620	7	0	17	4	0	16	7	0	42	2	0	0	0	0	7	15	0	3	0	0	0	0	7	10	0	4	1	0	0	0	36	2	0
303	del_araBAD	9	1	6929	9	0	44	5	0	27	42	0	14	4	0	0	0	0	11	44	0	4	0	3	4	0	4	19	0	38	1	0	0	0	8	9	0
303	del_araBAD	9	1	9240	34	0	19	18	0	15	49	0	10	34	0	1	8	0	5	11	0	18	0	3	6	0	3	5	0	50	1	0	0	0	2	5	0
303	del_araBAD	9	1	11549	34	0	42	19	0	43	52	1	49	34	0	1	8	0	20	14	0	19	0	4	6	0	28	6	0	53	1	0	0	0	36	13	0
303	del_araBAD	9	1	13859	43	0	86	41	0	73	85	1	25	51	0	2	8	0	40	28	0	43	0	6	7	0	14	45	0	87	1	0	0	0	3	22	0
303	del_araBAD	9	1	16169	64	0	74	84	0	55	96	1	26	64	0	2	11	0	49	4	0	84	0	7	8	0	38	1	0	97	1	0	1	0	15	10	0
303	del_araBAD	9	1	18480	73	0	143	108	0	143	107	1	161	73	0	2	11	0	93	37	0	108	0	10	8	0	56	69	0	108	1	1	1	0	76	82	0
303	del_araBAD	9	1	20789	104	0	140	175	0	167	190	1	157	104	0	8	17	0	115	0	0	175	0	11	10	0	146	0	0	190	1	1	2	1	153	0	0
304	del_mutL	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
304	del_mutL	8	0	4620	0	0	144	0	0	306	0	0	82	0	0	0	0	68	0	0	0	0	0	0	0	164	0	0	0	0	0	0	0	37	0	0	0
304	del_mutL	8	0	6929	48	18	192	78	40	372	25	4	94	16	47	0	0	5	81	74	0	31	108	0	0	26	130	139	0	6	24	0	0	8	26	43	0
304	del_mutL	8	0	9240	74	33	167	125	81	316	41	10	81	26	47	17	24	0	87	92	0	43	108	30	33	9	147	178	0	19	25	1	11	4	38	47	0
304	del_mutL	8	0	11549	75	43	437	126	105	741	42	16	154	66	47	26	42	0	359	37	0	111	109	55	62	3	579	88	0	39	25	6	21	4	112	20	0
304	del_mutL	8	0	13859	259	53	430	423	117	707	102	19	177	247	47	103	42	2	224	96	0	398	109	172	62	7	344	182	0	102	25	23	21	0	87	44	0
304	del_mutL	8	0	16169	308	78	568	509	174	934	138	30	194	294	49	219	55	2	217	139	0	481	116	371	89	6	345	238	0	128	25	54	26	2	79	60	0
304	del_mutL	8	0	18480	439	107	580	733	227	996	181	34	234	427	51	316	93	1	147	101	0	708	119	546	147	5	238	212	0	171	26	86	47	1	78	45	0
304	del_mutL	8	0	20789	569	139	584	970	279	958	246	42	214	561	51	356	120	5	199	0	0	953	119	627	223	7	278	0	0	241	26	103	62	1	69	0	0
305	del_srlD	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
305	del_srlD	6	0	9240	0	0	13	0	0	10	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	3	0	0	0
305	del_srlD	6	0	11549	4	1	31	4	5	15	1	4	8	4	1	0	0	0	20	13	0	4	5	0	0	0	9	8	0	1	2	0	0	3	5	2	0
305	del_srlD	6	0	13859	5	1	89	9	5	58	7	4	72	5	1	0	12	0	27	50	0	9	5	1	5	0	8	45	0	7	4	0	1	0	22	50	0
305	del_srlD	6	0	16169	22	1	83	36	5	71	40	4	48	20	1	0	30	0	36	21	0	36	5	1	11	0	48	14	0	35	4	1	4	0	28	23	0
305	del_srlD	6	0	18480	31	1	100	68	5	93	48	4	104	29	1	0	32	0	31	39	0	68	5	7	12	0	12	63	0	43	4	1	6	0	27	75	0
305	del_srlD	6	0	20789	57	1	98	122	5	67	111	4	65	56	1	0	46	0	53	0	0	122	5	7	24	0	36	0	0	110	4	1	21	0	44	0	0
306	del_mutL_araBAD	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
306	del_mutL_araBAD	9	0	2079	0	0	23	0	0	64	0	0	11	0	0	0	0	23	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	9	0	0	0
306	del_mutL_araBAD	9	0	4620	23	0	157	62	2	311	9	1	63	23	0	0	0	34	0	183	0	62	2	0	0	64	0	366	0	9	0	0	0	15	0	88	0
306	del_mutL_araBAD	9	0	6929	65	0	213	134	2	446	26	1	97	124	0	0	33	34	0	154	0	245	2	0	82	67	0	304	0	63	1	0	11	14	0	75	0
306	del_mutL_araBAD	9	0	9240	204	0	346	406	2	703	85	1	146	263	0	0	47	3	0	301	0	517	2	0	110	2	0	593	0	122	1	0	19	0	0	128	0
306	del_mutL_araBAD	9	0	11549	267	0	534	518	2	1069	104	1	235	322	0	0	86	2	0	472	0	628	2	0	178	3	0	923	0	141	1	0	31	0	0	216	0
306	del_mutL_araBAD	9	0	13859	391	0	691	783	2	1281	164	1	311	446	0	0	151	2	0	565	0	887	2	0	307	3	0	1014	0	199	1	0	56	0	0	270	0
306	del_mutL_araBAD	9	0	16169	555	0	675	1077	2	1266	246	1	304	610	0	0	229	2	0	513	0	1180	2	0	441	4	0	985	0	286	1	0	84	1	0	241	1
306	del_mutL_araBAD	9	0	18480	617	1	1046	1206	2	1976	282	1	497	702	1	0	292	1	0	855	0	1398	2	0	572	4	0	1533	1	330	1	0	110	3	0	412	1
306	del_mutL_araBAD	9	0	20789	944	1	907	1838	5	1671	483	3	373	1097	1	0	753	1	0	0	0	2141	3	0	1364	6	0	0	0	569	2	0	285	3	0	0	0
307	del_mutL_srlD	2	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
307	del_mutL_srlD	2	-1	2079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
307	del_mutL_srlD	2	-1	4620	0	0	252	0	0	472	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
308	del_araBAD	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
308	del_araBAD	9	1	2079	0	0	27	0	0	50	0	0	13	0	0	0	0	27	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	12	0	0	0
308	del_araBAD	9	1	4620	27	0	3	45	2	9	8	2	30	27	0	0	0	3	0	0	0	48	2	0	0	6	0	0	0	9	2	0	0	24	0	0	0
308	del_araBAD	9	1	6929	30	0	1	50	2	12	24	3	23	30	0	0	0	1	0	0	0	53	2	0	0	9	0	0	0	25	3	0	0	16	0	0	0
308	del_araBAD	9	1	9240	31	0	32	57	4	50	34	4	33	31	0	0	0	0	0	0	0	60	4	0	0	1	0	0	0	40	4	0	0	0	0	0	0
308	del_araBAD	9	1	11549	61	0	7	103	4	12	48	4	37	31	0	0	0	0	4	2	0	61	4	0	0	0	9	2	0	37	4	0	0	0	16	6	0
308	del_araBAD	9	1	13859	64	0	27	109	4	32	64	4	35	34	0	0	1	0	16	13	0	67	4	3	2	0	11	22	0	53	4	0	3	0	10	15	0
308	del_araBAD	9	1	16169	71	0	40	124	4	68	70	4	36	40	0	1	3	0	16	34	0	87	4	3	3	0	12	61	0	58	4	3	3	0	7	16	0
308	del_araBAD	9	1	18480	92	0	40	174	4	53	79	4	83	70	0	2	3	0	27	28	0	146	4	5	4	0	22	46	0	67	4	3	3	0	35	44	0
308	del_araBAD	9	1	20789	103	0	47	201	4	52	129	4	56	99	0	2	3	0	46	0	0	196	4	5	5	0	47	0	0	119	4	3	4	0	59	0	0
